,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Capacity
1132,"Fri, Mar 29, 2019",8:00p,Denver Nuggets,115,Oklahoma City Thunder,105,Box Score,,18203,,18203
1133,"Fri, Mar 29, 2019",9:00p,Washington Wizards,124,Utah Jazz,128,Box Score,,18306,,18306
1134,"Fri, Mar 29, 2019",10:30p,Charlotte Hornets,115,Los Angeles Lakers,129,Box Score,,18997,,18997
1135,"Sat, Mar 30, 2019",3:30p,Cleveland Cavaliers,108,Los Angeles Clippers,132,Box Score,,16439,,19068
1136,"Sat, Mar 30, 2019",6:00p,Boston Celtics,96,Brooklyn Nets,110,Box Score,,17732,,17732
1137,"Sat, Mar 30, 2019",6:00p,Sacramento Kings,108,Houston Rockets,119,Box Score,,18055,,18055
1138,"Sat, Mar 30, 2019",7:00p,Portland Trail Blazers,90,Detroit Pistons,99,Box Score,,18592,,20332
1139,"Sat, Mar 30, 2019",7:00p,Orlando Magic,121,Indiana Pacers,116,Box Score,,17923,,17923
1140,"Sat, Mar 30, 2019",7:30p,Miami Heat,100,New York Knicks,92,Box Score,,19812,,19812
1141,"Sat, Mar 30, 2019",8:00p,Toronto Raptors,124,Chicago Bulls,101,Box Score,,21238,,20917
1142,"Sat, Mar 30, 2019",8:00p,Philadelphia 76ers,118,Minnesota Timberwolves,109,Box Score,,18978,,18978
1143,"Sat, Mar 30, 2019",10:00p,Memphis Grizzlies,120,Phoenix Suns,115,Box Score,,16647,,18055
1144,"Sun, Mar 31, 2019",12:30p,Milwaukee Bucks,135,Atlanta Hawks,136,Box Score,OT,16660,,18118
1145,"Sun, Mar 31, 2019",3:30p,Dallas Mavericks,106,Oklahoma City Thunder,103,Box Score,,18203,,18203
1146,"Sun, Mar 31, 2019",6:00p,Los Angeles Lakers,130,New Orleans Pelicans,102,Box Score,,18562,,16867
1147,"Sun, Mar 31, 2019",7:00p,Sacramento Kings,113,San Antonio Spurs,106,Box Score,,18407,,18418
1148,"Sun, Mar 31, 2019",8:00p,Washington Wizards,95,Denver Nuggets,90,Box Score,,17356,,19520
1149,"Sun, Mar 31, 2019",8:30p,Charlotte Hornets,90,Golden State Warriors,137,Box Score,,19596,,18064
1150,"Sun, Mar 31, 2019",10:30p,Memphis Grizzlies,96,Los Angeles Clippers,113,Box Score,,16740,,19068
1151,"Mon, Apr 1, 2019",7:00p,Detroit Pistons,102,Indiana Pacers,111,Box Score,,15760,,17923
1152,"Mon, Apr 1, 2019",7:30p,Miami Heat,105,Boston Celtics,110,Box Score,,18624,,18624
1153,"Mon, Apr 1, 2019",7:30p,Milwaukee Bucks,131,Brooklyn Nets,121,Box Score,,17732,,17732
1154,"Mon, Apr 1, 2019",7:30p,Chicago Bulls,105,New York Knicks,113,Box Score,,18874,,19812
1155,"Mon, Apr 1, 2019",7:30p,Orlando Magic,109,Toronto Raptors,121,Box Score,,19800,,19800
1156,"Mon, Apr 1, 2019",8:00p,Portland Trail Blazers,132,Minnesota Timberwolves,122,Box Score,,11209,,18978
1157,"Mon, Apr 1, 2019",8:30p,Philadelphia 76ers,102,Dallas Mavericks,122,Box Score,,19645,,19200
1158,"Mon, Apr 1, 2019",9:00p,Charlotte Hornets,102,Utah Jazz,111,Box Score,,18306,,18306
1159,"Mon, Apr 1, 2019",10:00p,Cleveland Cavaliers,113,Phoenix Suns,122,Box Score,,14050,,18055
1160,"Tue, Apr 2, 2019",8:00p,Los Angeles Lakers,103,Oklahoma City Thunder,119,Box Score,,18203,,18203
1161,"Tue, Apr 2, 2019",8:30p,Atlanta Hawks,111,San Antonio Spurs,117,Box Score,,18354,,18418
1162,"Tue, Apr 2, 2019",10:00p,Houston Rockets,130,Sacramento Kings,105,Box Score,,17583,,17583
1163,"Tue, Apr 2, 2019",10:30p,Denver Nuggets,102,Golden State Warriors,116,Box Score,,19596,,18064
1164,"Wed, Apr 3, 2019",7:00p,Indiana Pacers,108,Detroit Pistons,89,Box Score,,18984,,20332
1165,"Wed, Apr 3, 2019",7:00p,New York Knicks,100,Orlando Magic,114,Box Score,,18846,,18846
1166,"Wed, Apr 3, 2019",7:00p,Chicago Bulls,115,Washington Wizards,114,Box Score,,16616,,20356
1167,"Wed, Apr 3, 2019",7:30p,Philadelphia 76ers,122,Atlanta Hawks,130,Box Score,,16638,,18118
1168,"Wed, Apr 3, 2019",7:30p,Toronto Raptors,115,Brooklyn Nets,105,Box Score,,17732,,17732
1169,"Wed, Apr 3, 2019",7:30p,Boston Celtics,112,Miami Heat,102,Box Score,,19904,,19600
1170,"Wed, Apr 3, 2019",8:00p,Charlotte Hornets,115,New Orleans Pelicans,109,Box Score,,16844,,16867
1171,"Wed, Apr 3, 2019",8:30p,Minnesota Timberwolves,110,Dallas Mavericks,108,Box Score,,19576,,19200
1172,"Wed, Apr 3, 2019",9:00p,San Antonio Spurs,85,Denver Nuggets,113,Box Score,,17643,,19520
1173,"Wed, Apr 3, 2019",10:00p,Utah Jazz,118,Phoenix Suns,97,Box Score,,15797,,18055
1174,"Wed, Apr 3, 2019",10:00p,Memphis Grizzlies,89,Portland Trail Blazers,116,Box Score,,19608,,19441
1175,"Wed, Apr 3, 2019",10:30p,Houston Rockets,135,Los Angeles Clippers,103,Box Score,,17593,,19068
1176,"Thu, Apr 4, 2019",8:00p,Milwaukee Bucks,128,Philadelphia 76ers,122,Box Score,,20701,,20478
1177,"Thu, Apr 4, 2019",10:00p,Cleveland Cavaliers,104,Sacramento Kings,117,Box Score,,17583,,17583
1178,"Thu, Apr 4, 2019",10:30p,Golden State Warriors,108,Los Angeles Lakers,90,Box Score,,18997,,18997
1179,"Fri, Apr 5, 2019",7:00p,Toronto Raptors,111,Charlotte Hornets,113,Box Score,,18684,,19077
1180,"Fri, Apr 5, 2019",7:00p,Atlanta Hawks,113,Orlando Magic,149,Box Score,,18999,,18846
1181,"Fri, Apr 5, 2019",7:00p,San Antonio Spurs,129,Washington Wizards,112,Box Score,,20409,,20356
1182,"Fri, Apr 5, 2019",8:00p,New York Knicks,96,Houston Rockets,120,Box Score,,18055,,18055
1183,"Fri, Apr 5, 2019",8:00p,Boston Celtics,117,Indiana Pacers,97,Box Score,,17371,,17923
1184,"Fri, Apr 5, 2019",8:00p,Miami Heat,109,Minnesota Timberwolves,111,Box Score,,17763,,18978
1185,"Fri, Apr 5, 2019",8:00p,Detroit Pistons,110,Oklahoma City Thunder,123,Box Score,,18203,,18203
1186,"Fri, Apr 5, 2019",8:30p,Memphis Grizzlies,122,Dallas Mavericks,112,Box Score,,20111,,19200
1187,"Fri, Apr 5, 2019",9:00p,Sacramento Kings,98,Utah Jazz,119,Box Score,,18306,,18306
1188,"Fri, Apr 5, 2019",10:00p,New Orleans Pelicans,126,Phoenix Suns,133,Box Score,OT,16410,,18055
1189,"Fri, Apr 5, 2019",10:30p,Portland Trail Blazers,110,Denver Nuggets,119,Box Score,,19928,,19520
1190,"Fri, Apr 5, 2019",10:30p,Cleveland Cavaliers,114,Golden State Warriors,120,Box Score,,19596,,18064
1191,"Fri, Apr 5, 2019",10:30p,Los Angeles Lakers,122,Los Angeles Clippers,117,Box Score,,17910,,19068
1192,"Sat, Apr 6, 2019",5:00p,Brooklyn Nets,133,Milwaukee Bucks,128,Box Score,,18116,,17500
1193,"Sat, Apr 6, 2019",8:00p,Philadelphia 76ers,116,Chicago Bulls,96,Box Score,,21059,,20917
1194,"Sun, Apr 7, 2019",12:00p,Miami Heat,109,Toronto Raptors,117,Box Score,OT,19800,,19800
1195,"Sun, Apr 7, 2019",3:00p,San Antonio Spurs,112,Cleveland Cavaliers,90,Box Score,,19432,,19432
1196,"Sun, Apr 7, 2019",3:30p,Oklahoma City Thunder,132,Minnesota Timberwolves,126,Box Score,,18978,,18978
1197,"Sun, Apr 7, 2019",4:00p,Charlotte Hornets,104,Detroit Pistons,91,Box Score,,19871,,20332
1198,"Sun, Apr 7, 2019",5:00p,Brooklyn Nets,108,Indiana Pacers,96,Box Score,,16197,,17923
1199,"Sun, Apr 7, 2019",6:00p,Dallas Mavericks,129,Memphis Grizzlies,127,Box Score,OT,16744,,17794
1200,"Sun, Apr 7, 2019",7:00p,Phoenix Suns,113,Houston Rockets,149,Box Score,,18055,,18055
1201,"Sun, Apr 7, 2019",7:00p,Atlanta Hawks,107,Milwaukee Bucks,115,Box Score,,17775,,17500
1202,"Sun, Apr 7, 2019",7:30p,Orlando Magic,116,Boston Celtics,108,Box Score,,18624,,18624
1203,"Sun, Apr 7, 2019",7:30p,Washington Wizards,110,New York Knicks,113,Box Score,,19812,,19812
1204,"Sun, Apr 7, 2019",8:30p,Los Angeles Clippers,104,Golden State Warriors,131,Box Score,,19596,,18064
1205,"Sun, Apr 7, 2019",9:00p,Denver Nuggets,108,Portland Trail Blazers,115,Box Score,,19890,,19441
1206,"Sun, Apr 7, 2019",9:00p,New Orleans Pelicans,133,Sacramento Kings,129,Box Score,,17583,,17583
1207,"Sun, Apr 7, 2019",9:30p,Utah Jazz,109,Los Angeles Lakers,113,Box Score,,18997,,18997
1208,"Tue, Apr 9, 2019",7:00p,Charlotte Hornets,124,Cleveland Cavaliers,97,Box Score,,19432,,19432
1209,"Tue, Apr 9, 2019",7:00p,Memphis Grizzlies,93,Detroit Pistons,100,Box Score,,19802,,20332
1210,"Tue, Apr 9, 2019",7:00p,Boston Celtics,116,Washington Wizards,110,Box Score,,20409,,20356
1211,"Tue, Apr 9, 2019",7:30p,Philadelphia 76ers,99,Miami Heat,122,Box Score,,20153,,19600
1212,"Tue, Apr 9, 2019",8:00p,New York Knicks,96,Chicago Bulls,86,Box Score,,21350,,20917
1213,"Tue, Apr 9, 2019",8:00p,Toronto Raptors,120,Minnesota Timberwolves,100,Box Score,,16119,,18978
1214,"Tue, Apr 9, 2019",8:00p,Golden State Warriors,112,New Orleans Pelicans,103,Box Score,,17090,,16867
1215,"Tue, Apr 9, 2019",8:30p,Phoenix Suns,109,Dallas Mavericks,120,Box Score,,21041,,19200
1216,"Tue, Apr 9, 2019",9:00p,Denver Nuggets,108,Utah Jazz,118,Box Score,,18306,,18306
1217,"Tue, Apr 9, 2019",9:30p,Houston Rockets,111,Oklahoma City Thunder,112,Box Score,,18203,,18203
1218,"Tue, Apr 9, 2019",10:30p,Portland Trail Blazers,104,Los Angeles Lakers,101,Box Score,,18997,,18997
1219,"Wed, Apr 10, 2019",8:00p,Indiana Pacers,135,Atlanta Hawks,134,Box Score,,17143,,18118
1220,"Wed, Apr 10, 2019",8:00p,Miami Heat,94,Brooklyn Nets,113,Box Score,,17732,,17732
1221,"Wed, Apr 10, 2019",8:00p,Orlando Magic,122,Charlotte Hornets,114,Box Score,,17719,,19077
1222,"Wed, Apr 10, 2019",8:00p,Golden State Warriors,117,Memphis Grizzlies,132,Box Score,,17794,,17794
1223,"Wed, Apr 10, 2019",8:00p,Oklahoma City Thunder,127,Milwaukee Bucks,116,Box Score,,18082,,17500
1224,"Wed, Apr 10, 2019",8:00p,Detroit Pistons,115,New York Knicks,89,Box Score,,19812,,19812
1225,"Wed, Apr 10, 2019",8:00p,Chicago Bulls,109,Philadelphia 76ers,125,Box Score,,20197,,20478
1226,"Wed, Apr 10, 2019",8:00p,Dallas Mavericks,94,San Antonio Spurs,105,Box Score,,18629,,18418
1227,"Wed, Apr 10, 2019",10:30p,Minnesota Timberwolves,95,Denver Nuggets,99,Box Score,,16332,,19520
1228,"Wed, Apr 10, 2019",10:30p,Utah Jazz,137,Los Angeles Clippers,143,Box Score,OT,17655,,19068
1229,"Wed, Apr 10, 2019",10:30p,Sacramento Kings,131,Portland Trail Blazers,136,Box Score,,19814,,19441
